name,fullname,price,age,makers,volume,buys,sells,liquidity,FDV,href,timestamp,contract_address
Germany,Germany,$0.0002689,8m,305,$62K,843,526,$21K,$26K,https://dexscreener.com/solana/ff199njcnybmgiq6fpms2utbksnkimggrrgzw8xg8fcm,2024-06-19 18:28:03,
