name,fullname,price,age,makers,volume,buys,sells,liquidity,FDV,href,timestamp,contract_address
WESLEY,WESLEY,$0.0002427,28m,"1,880",$851K,"2,738","1,988",$48K,$242K,https://dexscreener.com/solana/3dpvcxbzvltzxyszqbgzubtxswaf2n1flao59fu6gosk,2024-06-19 18:23:37,
